name,pid,num_tracks,num_holdouts,holdout_ratio
,1004467,44,39,0.8863636363636364
,1004468,70,65,0.9285714285714286
,1004472,43,38,0.8837209302325582
,1004474,53,48,0.9056603773584906
,1004479,47,42,0.8936170212765957
,1004481,94,89,0.9468085106382979
,1004484,86,81,0.9418604651162791
,1004486,74,69,0.9324324324324325
,1004488,51,46,0.9019607843137255
,1004490,54,49,0.9074074074074074
,1004491,52,47,0.9038461538461539
,1004495,90,85,0.9444444444444444
,1004496,72,67,0.9305555555555556
,1004501,59,54,0.9152542372881356
,1004504,59,54,0.9152542372881356
,1004505,49,44,0.8979591836734694
,1004509,52,47,0.9038461538461539
,1004510,44,39,0.8863636363636364
,1004511,94,89,0.9468085106382979
,1004512,45,40,0.8888888888888888
,1004514,53,48,0.9056603773584906
,1004521,40,35,0.875
,1004524,47,42,0.8936170212765957
,1004525,45,40,0.8888888888888888
,1004527,59,54,0.9152542372881356
,1004530,67,62,0.9253731343283582
,1004533,90,85,0.9444444444444444
,1004537,79,74,0.9367088607594937
,1004543,85,80,0.9411764705882353
,1004549,50,45,0.9
,1004555,80,75,0.9375
,1004556,65,60,0.9230769230769231
,1004560,79,74,0.9367088607594937
,1004571,79,74,0.9367088607594937
,1004574,64,59,0.921875
,1004589,63,58,0.9206349206349206
,1004591,64,59,0.921875
,1004593,69,64,0.927536231884058
,1004596,72,67,0.9305555555555556
,1004602,50,45,0.9
,1004610,40,35,0.875
,1004614,45,40,0.8888888888888888
,1004619,54,49,0.9074074074074074
,1004621,58,53,0.9137931034482759
,1004631,97,92,0.9484536082474226
,1004637,47,42,0.8936170212765957
,1004642,47,42,0.8936170212765957
,1004643,66,61,0.9242424242424242
,1004650,91,86,0.945054945054945
,1004651,69,64,0.927536231884058
,1004659,48,43,0.8958333333333334
,1004661,94,89,0.9468085106382979
,1004668,46,41,0.8913043478260869
,1004669,56,51,0.9107142857142857
,1004670,96,91,0.9479166666666666
,1004677,41,36,0.8780487804878049
,1004679,90,85,0.9444444444444444
,1004681,91,86,0.945054945054945
,1004684,72,67,0.9305555555555556
,1004686,42,37,0.8809523809523809
,1004690,84,79,0.9404761904761905
,1004694,70,65,0.9285714285714286
,1004699,57,52,0.9122807017543859
,1004703,83,78,0.9397590361445783
,1004705,50,45,0.9
,1004706,43,38,0.8837209302325582
,1004707,73,68,0.9315068493150684
,1004709,60,55,0.9166666666666666
,1004716,63,58,0.9206349206349206
,1004720,83,78,0.9397590361445783
,1004723,48,43,0.8958333333333334
,1004728,47,42,0.8936170212765957
,1004730,42,37,0.8809523809523809
,1004737,44,39,0.8863636363636364
,1004738,40,35,0.875
,1004752,57,52,0.9122807017543859
,1004753,83,78,0.9397590361445783
,1004755,49,44,0.8979591836734694
,1004756,53,48,0.9056603773584906
,1004758,59,54,0.9152542372881356
,1004762,95,90,0.9473684210526315
,1004777,79,74,0.9367088607594937
,1004787,54,49,0.9074074074074074
,1004788,81,76,0.9382716049382716
,1004789,90,85,0.9444444444444444
,1004796,59,54,0.9152542372881356
,1004800,66,61,0.9242424242424242
,1004801,75,70,0.9333333333333333
,1004804,47,42,0.8936170212765957
,1004810,83,78,0.9397590361445783
,1004814,58,53,0.9137931034482759
,1004819,89,84,0.9438202247191011
,1004820,65,60,0.9230769230769231
,1004825,43,38,0.8837209302325582
,1004827,53,48,0.9056603773584906
,1004831,82,77,0.9390243902439024
,1004832,40,35,0.875
,1004833,60,55,0.9166666666666666
,1004834,67,62,0.9253731343283582
,1004836,49,44,0.8979591836734694
,1004837,83,78,0.9397590361445783
,1004840,40,35,0.875
,1004841,72,67,0.9305555555555556
,1004842,53,48,0.9056603773584906
,1004846,86,81,0.9418604651162791
,1004847,50,45,0.9
,1004850,73,68,0.9315068493150684
,1004853,78,73,0.9358974358974359
,1004855,85,80,0.9411764705882353
,1004858,43,38,0.8837209302325582
,1004864,57,52,0.9122807017543859
,1004869,59,54,0.9152542372881356
,1004890,40,35,0.875
,1004892,89,84,0.9438202247191011
,1004895,44,39,0.8863636363636364
,1004899,44,39,0.8863636363636364
,1004902,75,70,0.9333333333333333
,1004905,77,72,0.935064935064935
,1004907,75,70,0.9333333333333333
,1004909,77,72,0.935064935064935
,1004911,70,65,0.9285714285714286
,1004912,100,95,0.95
,1004914,83,78,0.9397590361445783
,1004929,83,78,0.9397590361445783
,1004936,56,51,0.9107142857142857
,1004940,51,46,0.9019607843137255
,1004943,51,46,0.9019607843137255
,1004944,86,81,0.9418604651162791
,1004951,49,44,0.8979591836734694
,1004960,77,72,0.935064935064935
,1004974,94,89,0.9468085106382979
,1004976,52,47,0.9038461538461539
,1004982,47,42,0.8936170212765957
,1004983,91,86,0.945054945054945
,1004984,45,40,0.8888888888888888
,1004991,69,64,0.927536231884058
,1004992,66,61,0.9242424242424242
,1004995,54,49,0.9074074074074074
,1005004,43,38,0.8837209302325582
,1005005,53,48,0.9056603773584906
,1005020,75,70,0.9333333333333333
,1005021,67,62,0.9253731343283582
,1005023,43,38,0.8837209302325582
,1005031,81,76,0.9382716049382716
,1005034,57,52,0.9122807017543859
,1005036,60,55,0.9166666666666666
,1005041,75,70,0.9333333333333333
,1005042,72,67,0.9305555555555556
,1005049,88,83,0.9431818181818182
,1005054,48,43,0.8958333333333334
,1005056,90,85,0.9444444444444444
,1005059,70,65,0.9285714285714286
,1005061,86,81,0.9418604651162791
,1005063,40,35,0.875
,1005068,67,62,0.9253731343283582
,1005069,57,52,0.9122807017543859
,1005070,70,65,0.9285714285714286
,1005072,52,47,0.9038461538461539
,1005081,53,48,0.9056603773584906
,1005082,56,51,0.9107142857142857
,1005083,83,78,0.9397590361445783
,1005085,44,39,0.8863636363636364
,1005087,98,93,0.9489795918367347
,1005091,47,42,0.8936170212765957
,1005092,94,89,0.9468085106382979
,1005097,77,72,0.935064935064935
,1005099,63,58,0.9206349206349206
,1005103,50,45,0.9
,1005109,41,36,0.8780487804878049
,1005117,47,42,0.8936170212765957
,1005121,80,75,0.9375
,1005122,65,60,0.9230769230769231
,1005124,79,74,0.9367088607594937
,1005125,51,46,0.9019607843137255
,1005130,63,58,0.9206349206349206
,1005133,43,38,0.8837209302325582
,1005137,54,49,0.9074074074074074
,1005142,54,49,0.9074074074074074
,1005143,72,67,0.9305555555555556
,1005145,43,38,0.8837209302325582
,1005147,79,74,0.9367088607594937
,1005151,85,80,0.9411764705882353
,1005152,85,80,0.9411764705882353
,1005154,60,55,0.9166666666666666
,1005156,50,45,0.9
,1005158,75,70,0.9333333333333333
,1005166,58,53,0.9137931034482759
,1005168,40,35,0.875
,1005169,41,36,0.8780487804878049
,1005170,45,40,0.8888888888888888
,1005171,46,41,0.8913043478260869
,1005172,67,62,0.9253731343283582
,1005175,45,40,0.8888888888888888
,1005184,48,43,0.8958333333333334
,1005187,73,68,0.9315068493150684
,1005189,45,40,0.8888888888888888
,1005195,62,57,0.9193548387096774
,1005197,56,51,0.9107142857142857
,1005200,42,37,0.8809523809523809
,1005202,49,44,0.8979591836734694
,1005203,62,57,0.9193548387096774
,1005207,57,52,0.9122807017543859
,1005213,78,73,0.9358974358974359
,1005215,59,54,0.9152542372881356
,1005218,93,88,0.946236559139785
,1005225,86,81,0.9418604651162791
,1005231,72,67,0.9305555555555556
,1005235,60,55,0.9166666666666666
,1005240,84,79,0.9404761904761905
,1005244,77,72,0.935064935064935
,1005255,56,51,0.9107142857142857
,1005256,71,66,0.9295774647887324
,1005258,57,52,0.9122807017543859
,1005260,45,40,0.8888888888888888
,1005264,49,44,0.8979591836734694
,1005269,56,51,0.9107142857142857
,1005271,40,35,0.875
,1005283,42,37,0.8809523809523809
,1005296,88,83,0.9431818181818182
,1005298,53,48,0.9056603773584906
,1005308,64,59,0.921875
,1005313,92,87,0.9456521739130435
,1005321,76,71,0.9342105263157895
,1005325,78,73,0.9358974358974359
,1005326,45,40,0.8888888888888888
,1005327,76,71,0.9342105263157895
,1005335,62,57,0.9193548387096774
,1005339,65,60,0.9230769230769231
,1005341,50,45,0.9
,1005343,99,94,0.9494949494949495
,1005346,49,44,0.8979591836734694
,1005349,64,59,0.921875
,1005351,88,83,0.9431818181818182
,1005353,41,36,0.8780487804878049
,1005355,69,64,0.927536231884058
,1005358,41,36,0.8780487804878049
,1005360,56,51,0.9107142857142857
,1005364,67,62,0.9253731343283582
,1005365,80,75,0.9375
,1005372,44,39,0.8863636363636364
,1005373,81,76,0.9382716049382716
,1005374,80,75,0.9375
,1005376,57,52,0.9122807017543859
,1005378,50,45,0.9
,1005379,81,76,0.9382716049382716
,1005380,56,51,0.9107142857142857
,1005382,66,61,0.9242424242424242
,1005384,54,49,0.9074074074074074
,1005388,95,90,0.9473684210526315
,1005389,42,37,0.8809523809523809
,1005391,86,81,0.9418604651162791
,1005394,100,95,0.95
,1005404,77,72,0.935064935064935
,1005407,55,50,0.9090909090909091
,1005411,48,43,0.8958333333333334
,1005415,41,36,0.8780487804878049
,1005416,65,60,0.9230769230769231
,1005419,41,36,0.8780487804878049
,1005423,51,46,0.9019607843137255
,1005426,40,35,0.875
,1005429,40,35,0.875
,1005433,80,75,0.9375
,1005434,45,40,0.8888888888888888
,1005435,60,55,0.9166666666666666
,1005438,87,82,0.9425287356321839
,1005439,46,41,0.8913043478260869
,1005441,69,64,0.927536231884058
,1005447,87,82,0.9425287356321839
,1005448,74,69,0.9324324324324325
,1005453,54,49,0.9074074074074074
,1005459,42,37,0.8809523809523809
,1005463,74,69,0.9324324324324325
,1005469,89,84,0.9438202247191011
,1005474,72,67,0.9305555555555556
,1005477,62,57,0.9193548387096774
,1005478,63,58,0.9206349206349206
,1005479,46,41,0.8913043478260869
,1005480,40,35,0.875
,1005482,44,39,0.8863636363636364
,1005484,46,41,0.8913043478260869
,1005489,59,54,0.9152542372881356
,1005490,73,68,0.9315068493150684
,1005498,41,36,0.8780487804878049
,1005500,71,66,0.9295774647887324
,1005501,59,54,0.9152542372881356
,1005502,44,39,0.8863636363636364
,1005506,79,74,0.9367088607594937
,1005512,75,70,0.9333333333333333
,1005521,83,78,0.9397590361445783
,1005522,61,56,0.9180327868852459
,1005525,88,83,0.9431818181818182
,1005526,96,91,0.9479166666666666
,1005527,41,36,0.8780487804878049
,1005529,81,76,0.9382716049382716
,1005530,56,51,0.9107142857142857
,1005532,56,51,0.9107142857142857
,1005533,99,94,0.9494949494949495
,1005539,56,51,0.9107142857142857
,1005544,88,83,0.9431818181818182
,1005547,54,49,0.9074074074074074
,1005550,96,91,0.9479166666666666
,1005552,88,83,0.9431818181818182
,1005553,68,63,0.9264705882352942
,1005554,72,67,0.9305555555555556
,1005557,44,39,0.8863636363636364
,1005563,46,41,0.8913043478260869
,1005566,44,39,0.8863636363636364
,1005568,85,80,0.9411764705882353
,1005569,69,64,0.927536231884058
,1005572,48,43,0.8958333333333334
,1005574,75,70,0.9333333333333333
,1005575,88,83,0.9431818181818182
,1005576,50,45,0.9
,1005582,52,47,0.9038461538461539
,1005583,87,82,0.9425287356321839
,1005585,95,90,0.9473684210526315
,1005587,61,56,0.9180327868852459
,1005588,67,62,0.9253731343283582
,1005590,62,57,0.9193548387096774
,1005596,97,92,0.9484536082474226
,1005599,52,47,0.9038461538461539
,1005603,58,53,0.9137931034482759
,1005608,67,62,0.9253731343283582
,1005612,46,41,0.8913043478260869
,1005619,56,51,0.9107142857142857
,1005623,62,57,0.9193548387096774
,1005627,42,37,0.8809523809523809
,1005628,42,37,0.8809523809523809
,1005630,45,40,0.8888888888888888
,1005634,48,43,0.8958333333333334
,1005642,43,38,0.8837209302325582
,1005644,73,68,0.9315068493150684
,1005646,46,41,0.8913043478260869
,1005653,43,38,0.8837209302325582
,1005657,72,67,0.9305555555555556
,1005662,71,66,0.9295774647887324
,1005667,41,36,0.8780487804878049
,1005672,40,35,0.875
,1005673,56,51,0.9107142857142857
,1005675,69,64,0.927536231884058
,1005676,89,84,0.9438202247191011
,1005684,45,40,0.8888888888888888
,1005685,42,37,0.8809523809523809
,1005686,67,62,0.9253731343283582
,1005694,53,48,0.9056603773584906
,1005696,44,39,0.8863636363636364
,1005698,65,60,0.9230769230769231
,1005700,50,45,0.9
,1005708,70,65,0.9285714285714286
,1005710,43,38,0.8837209302325582
,1005713,86,81,0.9418604651162791
,1005714,62,57,0.9193548387096774
,1005715,73,68,0.9315068493150684
,1005716,92,87,0.9456521739130435
,1005717,71,66,0.9295774647887324
,1005725,67,62,0.9253731343283582
,1005728,43,38,0.8837209302325582
,1005729,73,68,0.9315068493150684
,1005734,81,76,0.9382716049382716
,1005736,43,38,0.8837209302325582
,1005741,90,85,0.9444444444444444
,1005743,76,71,0.9342105263157895
,1005747,72,67,0.9305555555555556
,1005749,55,50,0.9090909090909091
,1005751,75,70,0.9333333333333333
,1005753,52,47,0.9038461538461539
,1005756,73,68,0.9315068493150684
,1005757,52,47,0.9038461538461539
,1005760,79,74,0.9367088607594937
,1005768,79,74,0.9367088607594937
,1005769,57,52,0.9122807017543859
,1005770,50,45,0.9
,1005774,84,79,0.9404761904761905
,1005780,94,89,0.9468085106382979
,1005792,52,47,0.9038461538461539
,1005793,40,35,0.875
,1005799,57,52,0.9122807017543859
,1005803,77,72,0.935064935064935
,1005805,42,37,0.8809523809523809
,1005808,47,42,0.8936170212765957
,1005819,58,53,0.9137931034482759
,1005820,44,39,0.8863636363636364
,1005821,66,61,0.9242424242424242
,1005827,52,47,0.9038461538461539
,1005831,64,59,0.921875
,1005834,81,76,0.9382716049382716
,1005837,78,73,0.9358974358974359
,1005840,49,44,0.8979591836734694
,1005842,55,50,0.9090909090909091
,1005848,48,43,0.8958333333333334
,1005855,40,35,0.875
,1005857,62,57,0.9193548387096774
,1005860,77,72,0.935064935064935
,1005862,59,54,0.9152542372881356
,1005864,60,55,0.9166666666666666
,1005865,48,43,0.8958333333333334
,1005871,55,50,0.9090909090909091
,1005872,47,42,0.8936170212765957
,1005873,61,56,0.9180327868852459
,1005875,52,47,0.9038461538461539
,1005877,52,47,0.9038461538461539
,1005878,59,54,0.9152542372881356
,1005880,56,51,0.9107142857142857
,1005885,58,53,0.9137931034482759
,1005890,43,38,0.8837209302325582
,1005892,49,44,0.8979591836734694
,1005901,47,42,0.8936170212765957
,1005907,42,37,0.8809523809523809
,1005910,93,88,0.946236559139785
,1005913,42,37,0.8809523809523809
,1005915,91,86,0.945054945054945
,1005920,42,37,0.8809523809523809
,1005921,58,53,0.9137931034482759
,1005922,97,92,0.9484536082474226
,1005924,55,50,0.9090909090909091
,1005927,45,40,0.8888888888888888
,1005928,66,61,0.9242424242424242
,1005929,62,57,0.9193548387096774
,1005938,55,50,0.9090909090909091
,1005939,87,82,0.9425287356321839
,1005941,53,48,0.9056603773584906
,1005945,52,47,0.9038461538461539
,1005946,47,42,0.8936170212765957
,1005951,55,50,0.9090909090909091
,1005957,43,38,0.8837209302325582
,1005961,46,41,0.8913043478260869
,1005963,42,37,0.8809523809523809
,1005969,94,89,0.9468085106382979
,1005973,48,43,0.8958333333333334
,1005976,95,90,0.9473684210526315
,1005982,46,41,0.8913043478260869
,1005989,90,85,0.9444444444444444
,1005991,48,43,0.8958333333333334
,1005993,80,75,0.9375
,1006003,57,52,0.9122807017543859
,1006011,62,57,0.9193548387096774
,1006015,63,58,0.9206349206349206
,1006017,93,88,0.946236559139785
,1006019,51,46,0.9019607843137255
,1006020,96,91,0.9479166666666666
,1006021,92,87,0.9456521739130435
,1006025,54,49,0.9074074074074074
,1006037,59,54,0.9152542372881356
,1006048,59,54,0.9152542372881356
,1006053,72,67,0.9305555555555556
,1006059,42,37,0.8809523809523809
,1006060,66,61,0.9242424242424242
,1006062,67,62,0.9253731343283582
,1006068,46,41,0.8913043478260869
,1006071,48,43,0.8958333333333334
,1006076,73,68,0.9315068493150684
,1006087,69,64,0.927536231884058
,1006088,90,85,0.9444444444444444
,1006090,52,47,0.9038461538461539
,1006093,63,58,0.9206349206349206
,1006094,50,45,0.9
,1006095,78,73,0.9358974358974359
,1006097,52,47,0.9038461538461539
,1006099,63,58,0.9206349206349206
,1006101,49,44,0.8979591836734694
,1006102,50,45,0.9
,1006103,89,84,0.9438202247191011
,1006104,60,55,0.9166666666666666
,1006106,66,61,0.9242424242424242
,1006115,50,45,0.9
,1006120,73,68,0.9315068493150684
,1006123,94,89,0.9468085106382979
,1006128,72,67,0.9305555555555556
,1006130,65,60,0.9230769230769231
,1006131,72,67,0.9305555555555556
,1006132,65,60,0.9230769230769231
,1006134,41,36,0.8780487804878049
,1006136,57,52,0.9122807017543859
,1006138,49,44,0.8979591836734694
,1006139,41,36,0.8780487804878049
,1006141,63,58,0.9206349206349206
,1006142,76,71,0.9342105263157895
,1006144,68,63,0.9264705882352942
,1006146,56,51,0.9107142857142857
,1006153,95,90,0.9473684210526315
,1006158,76,71,0.9342105263157895
,1006161,56,51,0.9107142857142857
,1006164,80,75,0.9375
,1006168,49,44,0.8979591836734694
,1006171,74,69,0.9324324324324325
,1006176,48,43,0.8958333333333334
,1006177,83,78,0.9397590361445783
,1006180,92,87,0.9456521739130435
,1006188,77,72,0.935064935064935
,1006191,40,35,0.875
,1006192,40,35,0.875
,1006195,71,66,0.9295774647887324
,1006197,100,95,0.95
,1006202,58,53,0.9137931034482759
,1006203,73,68,0.9315068493150684
,1006208,48,43,0.8958333333333334
,1006209,41,36,0.8780487804878049
,1006221,78,73,0.9358974358974359
,1006227,54,49,0.9074074074074074
,1006228,62,57,0.9193548387096774
,1006231,49,44,0.8979591836734694
,1006239,62,57,0.9193548387096774
,1006240,86,81,0.9418604651162791
,1006242,64,59,0.921875
,1006246,94,89,0.9468085106382979
,1006249,41,36,0.8780487804878049
,1006261,64,59,0.921875
,1006264,73,68,0.9315068493150684
,1006269,75,70,0.9333333333333333
,1006271,74,69,0.9324324324324325
,1006272,75,70,0.9333333333333333
,1006275,66,61,0.9242424242424242
,1006283,84,79,0.9404761904761905
,1006287,72,67,0.9305555555555556
,1006290,77,72,0.935064935064935
,1006298,46,41,0.8913043478260869
,1006303,61,56,0.9180327868852459
,1006306,90,85,0.9444444444444444
,1006307,57,52,0.9122807017543859
,1006313,55,50,0.9090909090909091
,1006320,64,59,0.921875
,1006325,52,47,0.9038461538461539
,1006339,76,71,0.9342105263157895
,1006346,59,54,0.9152542372881356
,1006347,89,84,0.9438202247191011
,1006352,52,47,0.9038461538461539
,1006353,42,37,0.8809523809523809
,1006355,57,52,0.9122807017543859
,1006360,47,42,0.8936170212765957
,1006365,41,36,0.8780487804878049
,1006367,54,49,0.9074074074074074
,1006370,79,74,0.9367088607594937
,1006379,72,67,0.9305555555555556
,1006383,62,57,0.9193548387096774
,1006384,70,65,0.9285714285714286
,1006389,76,71,0.9342105263157895
,1006392,54,49,0.9074074074074074
,1006393,66,61,0.9242424242424242
,1006396,85,80,0.9411764705882353
,1006404,61,56,0.9180327868852459
,1006408,48,43,0.8958333333333334
,1006411,48,43,0.8958333333333334
,1006412,57,52,0.9122807017543859
,1006413,42,37,0.8809523809523809
,1006427,91,86,0.945054945054945
,1006436,52,47,0.9038461538461539
,1006439,69,64,0.927536231884058
,1006440,74,69,0.9324324324324325
,1006445,47,42,0.8936170212765957
,1006448,60,55,0.9166666666666666
,1006453,91,86,0.945054945054945
,1006455,79,74,0.9367088607594937
,1006456,64,59,0.921875
,1006458,49,44,0.8979591836734694
,1006466,46,41,0.8913043478260869
,1006477,40,35,0.875
,1006480,59,54,0.9152542372881356
,1006487,84,79,0.9404761904761905
,1006488,61,56,0.9180327868852459
,1006490,45,40,0.8888888888888888
,1006492,53,48,0.9056603773584906
,1006493,50,45,0.9
,1006494,94,89,0.9468085106382979
,1006505,66,61,0.9242424242424242
,1006506,55,50,0.9090909090909091
,1006513,84,79,0.9404761904761905
,1006516,50,45,0.9
,1006517,78,73,0.9358974358974359
,1006518,82,77,0.9390243902439024
,1006519,64,59,0.921875
,1006521,52,47,0.9038461538461539
,1006525,41,36,0.8780487804878049
,1006526,84,79,0.9404761904761905
,1006528,86,81,0.9418604651162791
,1006533,71,66,0.9295774647887324
,1006539,41,36,0.8780487804878049
,1006541,51,46,0.9019607843137255
,1006542,63,58,0.9206349206349206
,1006543,79,74,0.9367088607594937
,1006544,54,49,0.9074074074074074
,1006546,44,39,0.8863636363636364
,1006549,41,36,0.8780487804878049
